tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
345,0.345,C,submit,x43,x43.altitude,0,RequestService,x43.altitude#1,,UNBOUND
360,0.360,B,service,x43,x43.altitude,15,RequestService,x43.altitude#1,,SERVICE,,14,_valueCurrent=,2380.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
361,0.361,B,notify,x43,x43.altitude,16,RequestService,x43.altitude#1,,SERVICE,
361,0.361,B,service,x43,x43.altitude,16,RequestService,x43.altitude#1,,SERVICE,,15,_valueCurrent=,2370.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
362,0.362,B,notify,x43,x43.altitude,17,RequestService,x43.altitude#1,,SERVICE,
362,0.362,B,service,x43,x43.altitude,17,RequestService,x43.altitude#1,,SERVICE,,16,_valueCurrent=,2360.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
363,0.363,B,notify,x43,x43.altitude,18,RequestService,x43.altitude#1,,SERVICE,
363,0.363,B,service,x43,x43.altitude,18,RequestService,x43.altitude#1,,SERVICE,,17,_valueCurrent=,2350.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
364,0.364,B,notify,x43,x43.altitude,19,RequestService,x43.altitude#1,,SERVICE,
364,0.364,B,service,x43,x43.altitude,19,RequestService,x43.altitude#1,,SERVICE,,18,_valueCurrent=,2340.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
365,0.365,B,notify,x43,x43.altitude,20,RequestService,x43.altitude#1,,SERVICE,
365,0.365,B,service,x43,x43.altitude,20,RequestService,x43.altitude#1,,SERVICE,,19,_valueCurrent=,2330.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
366,0.366,B,notify,x43,x43.altitude,21,RequestService,x43.altitude#1,,SERVICE,
366,0.366,B,service,x43,x43.altitude,21,RequestService,x43.altitude#1,,SERVICE,,20,_valueCurrent=,2320.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
367,0.367,B,notify,x43,x43.altitude,22,RequestService,x43.altitude#1,,SERVICE,
367,0.367,B,service,x43,x43.altitude,22,RequestService,x43.altitude#1,,SERVICE,,21,_valueCurrent=,2310.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
368,0.368,B,notify,x43,x43.altitude,23,RequestService,x43.altitude#1,,SERVICE,
368,0.368,B,service,x43,x43.altitude,23,RequestService,x43.altitude#1,,SERVICE,,22,_valueCurrent=,2300.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
369,0.369,B,notify,x43,x43.altitude,24,RequestService,x43.altitude#1,,SERVICE,
369,0.369,B,service,x43,x43.altitude,24,RequestService,x43.altitude#1,,SERVICE,,23,_valueCurrent=,2290.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
370,0.370,B,notify,x43,x43.altitude,25,RequestService,x43.altitude#1,,SERVICE,
370,0.370,B,service,x43,x43.altitude,25,RequestService,x43.altitude#1,,SERVICE,,24,_valueCurrent=,2280.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
371,0.371,B,notify,x43,x43.altitude,26,RequestService,x43.altitude#1,,SERVICE,
371,0.371,B,service,x43,x43.altitude,26,RequestService,x43.altitude#1,,SERVICE,,25,_valueCurrent=,2270.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
372,0.372,B,notify,x43,x43.altitude,27,RequestService,x43.altitude#1,,SERVICE,
372,0.372,B,service,x43,x43.altitude,27,RequestService,x43.altitude#1,,SERVICE,,26,_valueCurrent=,2260.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
373,0.373,B,notify,x43,x43.altitude,28,RequestService,x43.altitude#1,,SERVICE,
373,0.373,B,service,x43,x43.altitude,28,RequestService,x43.altitude#1,,SERVICE,,27,_valueCurrent=,2250.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
374,0.374,B,notify,x43,x43.altitude,29,RequestService,x43.altitude#1,,SERVICE,
374,0.374,B,service,x43,x43.altitude,29,RequestService,x43.altitude#1,,SERVICE,,28,_valueCurrent=,2240.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
375,0.375,B,notify,x43,x43.altitude,30,RequestService,x43.altitude#1,,SERVICE,
375,0.375,B,service,x43,x43.altitude,30,RequestService,x43.altitude#1,,SERVICE,,29,_valueCurrent=,2230.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
376,0.376,B,notify,x43,x43.altitude,31,RequestService,x43.altitude#1,,SERVICE,
376,0.376,B,service,x43,x43.altitude,31,RequestService,x43.altitude#1,,SERVICE,,30,_valueCurrent=,2220.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
377,0.377,B,notify,x43,x43.altitude,32,RequestService,x43.altitude#1,,SERVICE,
377,0.377,B,service,x43,x43.altitude,32,RequestService,x43.altitude#1,,SERVICE,,31,_valueCurrent=,2210.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
378,0.378,B,notify,x43,x43.altitude,33,RequestService,x43.altitude#1,,SERVICE,
378,0.378,B,service,x43,x43.altitude,33,RequestService,x43.altitude#1,,SERVICE,,32,_valueCurrent=,2200.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
379,0.379,B,notify,x43,x43.altitude,34,RequestService,x43.altitude#1,,SERVICE,
379,0.379,B,service,x43,x43.altitude,34,RequestService,x43.altitude#1,,SERVICE,,33,_valueCurrent=,2190.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
380,0.380,B,notify,x43,x43.altitude,35,RequestService,x43.altitude#1,,SERVICE,
380,0.380,B,service,x43,x43.altitude,35,RequestService,x43.altitude#1,,SERVICE,,34,_valueCurrent=,2180.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
381,0.381,B,notify,x43,x43.altitude,36,RequestService,x43.altitude#1,,SERVICE,
381,0.381,B,service,x43,x43.altitude,36,RequestService,x43.altitude#1,,SERVICE,,35,_valueCurrent=,2170.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
382,0.382,B,notify,x43,x43.altitude,37,RequestService,x43.altitude#1,,SERVICE,
382,0.382,B,service,x43,x43.altitude,37,RequestService,x43.altitude#1,,SERVICE,,36,_valueCurrent=,2160.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
383,0.383,B,notify,x43,x43.altitude,38,RequestService,x43.altitude#1,,SERVICE,
383,0.383,B,service,x43,x43.altitude,38,RequestService,x43.altitude#1,,SERVICE,,37,_valueCurrent=,2150.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
384,0.384,B,notify,x43,x43.altitude,39,RequestService,x43.altitude#1,,SERVICE,
384,0.384,B,service,x43,x43.altitude,39,RequestService,x43.altitude#1,,SERVICE,,38,_valueCurrent=,2140.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
385,0.385,B,notify,x43,x43.altitude,40,RequestService,x43.altitude#1,,SERVICE,
385,0.385,B,service,x43,x43.altitude,40,RequestService,x43.altitude#1,,SERVICE,,39,_valueCurrent=,2130.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
386,0.386,B,notify,x43,x43.altitude,41,RequestService,x43.altitude#1,,SERVICE,
386,0.386,B,service,x43,x43.altitude,41,RequestService,x43.altitude#1,,SERVICE,,40,_valueCurrent=,2120.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
387,0.387,B,notify,x43,x43.altitude,42,RequestService,x43.altitude#1,,SERVICE,
387,0.387,B,service,x43,x43.altitude,42,RequestService,x43.altitude#1,,SERVICE,,41,_valueCurrent=,2110.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
388,0.388,B,notify,x43,x43.altitude,43,RequestService,x43.altitude#1,,SERVICE,
388,0.388,B,service,x43,x43.altitude,43,RequestService,x43.altitude#1,,SERVICE,,42,_valueCurrent=,2100.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
389,0.389,B,notify,x43,x43.altitude,44,RequestService,x43.altitude#1,,SERVICE,
389,0.389,B,service,x43,x43.altitude,44,RequestService,x43.altitude#1,,SERVICE,,43,_valueCurrent=,2090.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
390,0.390,B,notify,x43,x43.altitude,45,RequestService,x43.altitude#1,,SERVICE,
390,0.390,B,service,x43,x43.altitude,45,RequestService,x43.altitude#1,,SERVICE,,44,_valueCurrent=,2080.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
391,0.391,B,notify,x43,x43.altitude,46,RequestService,x43.altitude#1,,SERVICE,
391,0.391,B,service,x43,x43.altitude,46,RequestService,x43.altitude#1,,SERVICE,,45,_valueCurrent=,2070.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
392,0.392,B,notify,x43,x43.altitude,47,RequestService,x43.altitude#1,,SERVICE,
392,0.392,B,service,x43,x43.altitude,47,RequestService,x43.altitude#1,,SERVICE,,46,_valueCurrent=,2060.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
393,0.393,B,notify,x43,x43.altitude,48,RequestService,x43.altitude#1,,SERVICE,
393,0.393,B,service,x43,x43.altitude,48,RequestService,x43.altitude#1,,SERVICE,,47,_valueCurrent=,2050.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
394,0.394,B,notify,x43,x43.altitude,49,RequestService,x43.altitude#1,,SERVICE,
394,0.394,B,service,x43,x43.altitude,49,RequestService,x43.altitude#1,,SERVICE,,48,_valueCurrent=,2040.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
395,0.395,B,notify,x43,x43.altitude,50,RequestService,x43.altitude#1,,SERVICE,
395,0.395,B,service,x43,x43.altitude,50,RequestService,x43.altitude#1,,SERVICE,,49,_valueCurrent=,2030.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
396,0.396,B,notify,x43,x43.altitude,51,RequestService,x43.altitude#1,,SERVICE,
396,0.396,B,service,x43,x43.altitude,51,RequestService,x43.altitude#1,,SERVICE,,50,_valueCurrent=,2020.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
397,0.397,B,notify,x43,x43.altitude,52,RequestService,x43.altitude#1,,SERVICE,
397,0.397,B,service,x43,x43.altitude,52,RequestService,x43.altitude#1,,SERVICE,,51,_valueCurrent=,2010.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
398,0.398,B,notify,x43,x43.altitude,53,RequestService,x43.altitude#1,,SERVICE,
398,0.398,B,service,x43,x43.altitude,53,RequestService,x43.altitude#1,,SERVICE,,52,_valueCurrent=,2000.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
399,0.399,B,notify,x43,x43.altitude,54,RequestService,x43.altitude#1,,SERVICE,
399,0.399,B,service,x43,x43.altitude,54,RequestService,x43.altitude#1,,SERVICE,,53,_valueCurrent=,1990.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
400,0.400,B,notify,x43,x43.altitude,55,RequestService,x43.altitude#1,,SERVICE,
400,0.400,B,service,x43,x43.altitude,55,RequestService,x43.altitude#1,,SERVICE,,54,_valueCurrent=,1980.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
401,0.401,B,notify,x43,x43.altitude,56,RequestService,x43.altitude#1,,SERVICE,
401,0.401,B,service,x43,x43.altitude,56,RequestService,x43.altitude#1,,SERVICE,,55,_valueCurrent=,1970.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
402,0.402,B,notify,x43,x43.altitude,57,RequestService,x43.altitude#1,,SERVICE,
402,0.402,B,service,x43,x43.altitude,57,RequestService,x43.altitude#1,,SERVICE,,56,_valueCurrent=,1960.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
403,0.403,B,notify,x43,x43.altitude,58,RequestService,x43.altitude#1,,SERVICE,
403,0.403,B,service,x43,x43.altitude,58,RequestService,x43.altitude#1,,SERVICE,,57,_valueCurrent=,1950.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
404,0.404,B,notify,x43,x43.altitude,59,RequestService,x43.altitude#1,,SERVICE,
404,0.404,B,service,x43,x43.altitude,59,RequestService,x43.altitude#1,,SERVICE,,58,_valueCurrent=,1940.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
405,0.405,B,notify,x43,x43.altitude,60,RequestService,x43.altitude#1,,SERVICE,
405,0.405,B,service,x43,x43.altitude,60,RequestService,x43.altitude#1,,SERVICE,,59,_valueCurrent=,1930.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
406,0.406,B,notify,x43,x43.altitude,61,RequestService,x43.altitude#1,,SERVICE,
406,0.406,B,service,x43,x43.altitude,61,RequestService,x43.altitude#1,,SERVICE,,60,_valueCurrent=,1920.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
407,0.407,B,notify,x43,x43.altitude,62,RequestService,x43.altitude#1,,SERVICE,
407,0.407,B,service,x43,x43.altitude,62,RequestService,x43.altitude#1,,SERVICE,,61,_valueCurrent=,1910.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
408,0.408,B,notify,x43,x43.altitude,63,RequestService,x43.altitude#1,,SERVICE,
408,0.408,B,service,x43,x43.altitude,63,RequestService,x43.altitude#1,,SERVICE,,62,_valueCurrent=,1900.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
409,0.409,B,notify,x43,x43.altitude,64,RequestService,x43.altitude#1,,SERVICE,
409,0.409,B,service,x43,x43.altitude,64,RequestService,x43.altitude#1,,SERVICE,,63,_valueCurrent=,1890.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
410,0.410,B,notify,x43,x43.altitude,65,RequestService,x43.altitude#1,,SERVICE,
410,0.410,B,service,x43,x43.altitude,65,RequestService,x43.altitude#1,,SERVICE,,64,_valueCurrent=,1880.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
411,0.411,B,notify,x43,x43.altitude,66,RequestService,x43.altitude#1,,SERVICE,
411,0.411,B,service,x43,x43.altitude,66,RequestService,x43.altitude#1,,SERVICE,,65,_valueCurrent=,1870.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
412,0.412,B,notify,x43,x43.altitude,67,RequestService,x43.altitude#1,,SERVICE,
412,0.412,B,service,x43,x43.altitude,67,RequestService,x43.altitude#1,,SERVICE,,66,_valueCurrent=,1860.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
413,0.413,B,notify,x43,x43.altitude,68,RequestService,x43.altitude#1,,SERVICE,
413,0.413,B,service,x43,x43.altitude,68,RequestService,x43.altitude#1,,SERVICE,,67,_valueCurrent=,1850.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
414,0.414,B,notify,x43,x43.altitude,69,RequestService,x43.altitude#1,,SERVICE,
414,0.414,B,service,x43,x43.altitude,69,RequestService,x43.altitude#1,,SERVICE,,68,_valueCurrent=,1840.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
415,0.415,B,notify,x43,x43.altitude,70,RequestService,x43.altitude#1,,SERVICE,
415,0.415,B,service,x43,x43.altitude,70,RequestService,x43.altitude#1,,SERVICE,,69,_valueCurrent=,1830.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
416,0.416,B,notify,x43,x43.altitude,71,RequestService,x43.altitude#1,,SERVICE,
416,0.416,B,service,x43,x43.altitude,71,RequestService,x43.altitude#1,,SERVICE,,70,_valueCurrent=,1820.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
417,0.417,B,notify,x43,x43.altitude,72,RequestService,x43.altitude#1,,SERVICE,
417,0.417,B,service,x43,x43.altitude,72,RequestService,x43.altitude#1,,SERVICE,,71,_valueCurrent=,1810.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
418,0.418,B,notify,x43,x43.altitude,73,RequestService,x43.altitude#1,,SERVICE,
418,0.418,B,service,x43,x43.altitude,73,RequestService,x43.altitude#1,,SERVICE,,72,_valueCurrent=,1800.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
419,0.419,B,notify,x43,x43.altitude,74,RequestService,x43.altitude#1,,SERVICE,
419,0.419,B,service,x43,x43.altitude,74,RequestService,x43.altitude#1,,SERVICE,,73,_valueCurrent=,1790.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
420,0.420,B,notify,x43,x43.altitude,75,RequestService,x43.altitude#1,,SERVICE,
420,0.420,B,service,x43,x43.altitude,75,RequestService,x43.altitude#1,,SERVICE,,74,_valueCurrent=,1780.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
421,0.421,B,notify,x43,x43.altitude,76,RequestService,x43.altitude#1,,SERVICE,
421,0.421,B,service,x43,x43.altitude,76,RequestService,x43.altitude#1,,SERVICE,,75,_valueCurrent=,1770.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
422,0.422,B,notify,x43,x43.altitude,77,RequestService,x43.altitude#1,,SERVICE,
422,0.422,B,service,x43,x43.altitude,77,RequestService,x43.altitude#1,,SERVICE,,76,_valueCurrent=,1760.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
423,0.423,B,notify,x43,x43.altitude,78,RequestService,x43.altitude#1,,SERVICE,
423,0.423,B,service,x43,x43.altitude,78,RequestService,x43.altitude#1,,SERVICE,,77,_valueCurrent=,1750.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
424,0.424,B,notify,x43,x43.altitude,79,RequestService,x43.altitude#1,,SERVICE,
424,0.424,B,service,x43,x43.altitude,79,RequestService,x43.altitude#1,,SERVICE,,78,_valueCurrent=,1740.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
425,0.425,B,notify,x43,x43.altitude,80,RequestService,x43.altitude#1,,SERVICE,
425,0.425,B,service,x43,x43.altitude,80,RequestService,x43.altitude#1,,SERVICE,,79,_valueCurrent=,1730.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
426,0.426,B,notify,x43,x43.altitude,81,RequestService,x43.altitude#1,,SERVICE,
426,0.426,B,service,x43,x43.altitude,81,RequestService,x43.altitude#1,,SERVICE,,80,_valueCurrent=,1720.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
427,0.427,B,notify,x43,x43.altitude,82,RequestService,x43.altitude#1,,SERVICE,
427,0.427,B,service,x43,x43.altitude,82,RequestService,x43.altitude#1,,SERVICE,,81,_valueCurrent=,1710.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
428,0.428,B,notify,x43,x43.altitude,83,RequestService,x43.altitude#1,,SERVICE,
428,0.428,B,service,x43,x43.altitude,83,RequestService,x43.altitude#1,,SERVICE,,82,_valueCurrent=,1700.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
429,0.429,B,notify,x43,x43.altitude,84,RequestService,x43.altitude#1,,SERVICE,
429,0.429,B,service,x43,x43.altitude,84,RequestService,x43.altitude#1,,SERVICE,,83,_valueCurrent=,1690.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
430,0.430,B,notify,x43,x43.altitude,85,RequestService,x43.altitude#1,,SERVICE,
430,0.430,B,service,x43,x43.altitude,85,RequestService,x43.altitude#1,,SERVICE,,84,_valueCurrent=,1680.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
431,0.431,B,notify,x43,x43.altitude,86,RequestService,x43.altitude#1,,SERVICE,
431,0.431,B,service,x43,x43.altitude,86,RequestService,x43.altitude#1,,SERVICE,,85,_valueCurrent=,1670.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
432,0.432,B,notify,x43,x43.altitude,87,RequestService,x43.altitude#1,,SERVICE,
432,0.432,B,service,x43,x43.altitude,87,RequestService,x43.altitude#1,,SERVICE,,86,_valueCurrent=,1660.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
433,0.433,B,notify,x43,x43.altitude,88,RequestService,x43.altitude#1,,SERVICE,
433,0.433,B,service,x43,x43.altitude,88,RequestService,x43.altitude#1,,SERVICE,,87,_valueCurrent=,1650.0,valueTarget=,1000.0,_speedCurrent=,10.0,speedChange=NONE,_isTerminating=false,isArrived=false
434,0.434,B,notify,x43,x43.altitude,89,RequestService,x43.altitude#1,,SERVICE,
